"diamondType","diamondShape","diamondCarat","diamondColor","diamondClarity","diamondPolish","diamondSymmetry","diamondFluorescence","diamondTable","diamondDepth","diamondX","diamondY","diamondZ","diamondCertification","diamondPrice"
"Natural","Pear","0.7","D","VS1","Very Good","Very Good","Medium",0.61,0.611,7.49,4.92,3,"GIA","2121.00"
"Natural","Pear","0.7","J","VS2","Excellent","Very Good","Faint",0.62,0.611,7.55,4.96,3.03,"GIA","1464.00"
"Natural","Oval","0.7","D","SI1","Very Good","Excellent","None",0.6,0.591,7.38,4.92,2.91,"GIA","1637.00"
"Natural","Oval","0.7","D","SI1","Very Good","Excellent","None",0.6,0.591,7.38,4.92,2.91,"GIA","1637.00"
"Natural","Oval","0.7","D","SI1","Very Good","Excellent","None",0.6,0.591,7.38,4.92,2.91,"GIA","1637.00"
"Natural","Oval","0.7","D","SI1","Very Good","Excellent","None",0.6,0.591,7.38,4.92,2.91,"GIA","1637.00"
"Natural","Oval","0.7","D","SI1","Very Good","Excellent","None",0.6,0.591,7.38,4.92,2.91,"GIA","1637.00"
"Natural","Oval","0.7","K","VVS1","Excellent","Excellent","Faint",0.59,0.634,6.67,4.98,3.16,"GIA","1280.00"
"Natural","Oval","0.7","K","VVS1","Excellent","Excellent","Faint",0.59,0.634,6.67,4.98,3.16,"GIA","1280.00"
"Natural","Oval","0.7","K","VVS1","Excellent","Excellent","Faint",0.59,0.634,6.67,4.98,3.16,"GIA","1280.00"
"Natural","Oval","0.7","K","VVS1","Excellent","Excellent","Faint",0.59,0.634,6.67,4.98,3.16,"GIA","1280.00"
"Natural","Oval","0.7","K","VVS1","Excellent","Excellent","Faint",0.59,0.634,6.67,4.98,3.16,"GIA","1281.00"
"Natural","Oval","0.7","J","VS1","Excellent","Excellent","None",0.61,0.633,6.79,5.06,3.2,"GIA","1476.00"
"Natural","Oval","0.7","J","VS1","Excellent","Excellent","None",0.61,0.633,6.79,5.06,3.2,"GIA","1476.00"
"Natural","Oval","0.7","J","VS1","Excellent","Excellent","None",0.61,0.633,6.79,5.06,3.2,"GIA","1476.00"
"Natural","Oval","0.7","J","VS1","Excellent","Excellent","None",0.61,0.633,6.79,5.06,3.2,"GIA","1476.00"
"Natural","Oval","0.7","J","VS1","Excellent","Excellent","None",0.61,0.633,6.79,5.06,3.2,"GIA","1476.00"
"Natural","Pear","0.7","I","VS1","Excellent","Excellent","None",0.62,0.63,7.6,4.99,3.15,"GIA","2046.00"
"Natural","Pear","0.7","K","VS2","Excellent","Very Good","None",0.6,0.638,7.8,4.79,3.06,"GIA","1435.00"
"Natural","Pear","0.7","I","VS1","Excellent","Very Good","None",0.61,0.621,7.56,4.97,3.09,"GIA","1993.00"
"Natural","Pear","0.7","I","VS1","Excellent","Very Good","None",0.61,0.621,7.56,4.97,3.09,"GIA","1993.00"
"Natural","Pear","0.7","I","VS1","Excellent","Very Good","None",0.61,0.621,7.56,4.97,3.09,"GIA","1993.00"
"Natural","Pear","0.7","I","VS1","Excellent","Very Good","None",0.61,0.621,7.56,4.97,3.09,"GIA","1993.00"
"Natural","Pear","0.7","I","VS1","Excellent","Very Good","None",0.61,0.621,7.56,4.97,3.09,"GIA","1994.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Medium",0.58,0.628,7.72,4.81,3.02,"GIA","1980.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Medium",0.58,0.628,7.72,4.81,3.02,"GIA","1980.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Medium",0.58,0.628,7.72,4.81,3.02,"GIA","1980.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Medium",0.58,0.628,7.72,4.81,3.02,"GIA","1980.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Medium",0.58,0.628,7.72,4.81,3.02,"GIA","1981.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Medium",0.63,0.639,7.49,4.87,3.11,"GIA","1980.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Medium",0.63,0.639,7.49,4.87,3.11,"GIA","1980.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Medium",0.63,0.639,7.49,4.87,3.11,"GIA","1980.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Medium",0.63,0.639,7.49,4.87,3.11,"GIA","1980.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Medium",0.63,0.639,7.49,4.87,3.11,"GIA","1981.00"
"Natural","Pear","0.7","E","VS1","Excellent","Very Good","Strong",0.6,0.631,7.73,4.83,3.05,"GIA","1912.00"
"Natural","Pear","0.7","G","VVS1","Excellent","Very Good","None",0.62,0.64,7.42,4.88,3.12,"GIA","2550.00"
"Natural","Round","0.7","E","VS2","Excellent","Excellent","None",0.57,0.626,5.63,5.67,3.54,"GIA","2978.00"
"Natural","Pear","0.7","G","VS2","Excellent","Very Good","None",0.62,0.566,7.72,5.11,2.9,"GIA","2437.00"
"Natural","Oval","0.7","J","SI1","Excellent","Very Good","Strong",0.6,0.621,6.94,5.06,3.14,"GIA","851.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","None",0.63,0.604,7.44,4.92,2.97,"GIA","1613.00"
"Natural","Pear","0.7","J","VS1","Excellent","Excellent","Medium",0.59,0.617,7.52,4.94,3.05,"GIA","1605.00"
"Natural","Pear","0.7","J","VS1","Excellent","Excellent","Medium",0.59,0.617,7.52,4.94,3.05,"GIA","1605.00"
"Natural","Pear","0.7","J","VS1","Excellent","Excellent","Medium",0.59,0.617,7.52,4.94,3.05,"GIA","1605.00"
"Natural","Pear","0.7","J","VS1","Excellent","Excellent","Medium",0.59,0.617,7.52,4.94,3.05,"GIA","1606.00"
"Natural","Pear","0.7","J","VS1","Excellent","Excellent","Medium",0.59,0.617,7.52,4.94,3.05,"GIA","1606.00"
"Natural","Marquise","0.7","J","VS2","Excellent","Very Good","Faint",0.61,0.655,9.1,4.46,2.92,"GIA","1501.00"
"Natural","Marquise","0.7","J","VS2","Excellent","Very Good","Faint",0.61,0.655,9.1,4.46,2.92,"GIA","1501.00"
"Natural","Marquise","0.7","J","VS2","Excellent","Very Good","Faint",0.61,0.655,9.1,4.46,2.92,"GIA","1501.00"
"Natural","Marquise","0.7","J","VS2","Excellent","Very Good","Faint",0.61,0.655,9.1,4.46,2.92,"GIA","1501.00"
"Natural","Marquise","0.7","J","VS2","Excellent","Very Good","Faint",0.61,0.655,9.1,4.46,2.92,"GIA","1501.00"
"Natural","Round","0.7","H","SI1","Excellent","Excellent","None",0.57,0.629,5.63,5.67,3.55,"GIA","1911.00"
"Natural","Round","0.7","E","VS2","Excellent","Excellent","None",0.57,0.625,5.64,5.67,3.53,"GIA","3115.00"
"Natural","Round","0.7","E","VS2","Excellent","Excellent","None",0.57,0.625,5.64,5.67,3.53,"GIA","3115.00"
"Natural","Round","0.7","E","VS2","Excellent","Excellent","None",0.57,0.625,5.64,5.67,3.53,"GIA","3116.00"
"Natural","Round","0.7","E","VS2","Excellent","Excellent","None",0.57,0.625,5.64,5.67,3.53,"GIA","3116.00"
"Natural","Round","0.7","E","VS2","Excellent","Excellent","None",0.57,0.625,5.64,5.67,3.53,"GIA","3116.00"
"Natural","Pear","0.7","F","VS1","Excellent","Very Good","Medium",0.62,0.621,8.26,4.82,2.99,"GIA","1864.00"
"Natural","Pear","0.7","D","VS2","Excellent","Very Good","Faint",0.59,0.702,7.2,4.65,3.26,"GIA","1735.00"
"Natural","Pear","0.7","G","VS1","Excellent","Very Good","Strong",0.61,0.592,8.06,4.96,2.93,"GIA","1989.00"
"Natural","Pear","0.7","G","VS1","Excellent","Very Good","Strong",0.61,0.592,8.06,4.96,2.93,"GIA","1989.00"
"Natural","Pear","0.7","G","VS1","Excellent","Very Good","Strong",0.61,0.592,8.06,4.96,2.93,"GIA","1989.00"
"Natural","Pear","0.7","G","VS1","Excellent","Very Good","Strong",0.61,0.592,8.06,4.96,2.93,"GIA","1989.00"
"Natural","Pear","0.7","G","VS1","Excellent","Very Good","Strong",0.61,0.592,8.06,4.96,2.93,"GIA","1989.00"
"Natural","Pear","0.7","K","VS2","Excellent","Very Good","Medium",0.59,0.622,7.86,4.86,3.02,"GIA","1166.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","None",0.63,0.623,7.51,4.94,3.08,"GIA","1441.00"
"Natural","Pear","0.7","G","VVS1","Excellent","Excellent","Strong",0.6,0.581,8.32,4.9,2.85,"GIA","1993.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Strong",0.63,0.632,7.52,4.94,3.12,"GIA","1773.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Strong",0.63,0.632,7.52,4.94,3.12,"GIA","1773.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Strong",0.63,0.632,7.52,4.94,3.12,"GIA","1773.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Strong",0.63,0.632,7.52,4.94,3.12,"GIA","1773.00"
"Natural","Pear","0.7","E","VS2","Excellent","Very Good","Strong",0.63,0.632,7.52,4.94,3.12,"GIA","1774.00"
"Natural","Round","0.7","D","VVS1","Excellent","Excellent","None",0.56,0.622,5.65,5.69,3.53,"GIA","4547.00"
"Natural","Round","0.7","D","VVS1","Excellent","Excellent","None",0.56,0.622,5.65,5.69,3.53,"GIA","4547.00"
"Natural","Round","0.7","D","VVS1","Excellent","Excellent","None",0.56,0.622,5.65,5.69,3.53,"GIA","4548.00"
"Natural","Round","0.7","D","VVS1","Excellent","Excellent","None",0.56,0.622,5.65,5.69,3.53,"GIA","4548.00"
"Natural","Round","0.7","D","VVS1","Excellent","Excellent","None",0.56,0.622,5.65,5.69,3.53,"GIA","4549.00"
"Natural","Round","0.7","H","VVS1","Excellent","Excellent","Strong",0.59,0.622,5.64,5.68,3.52,"GIA","1945.00"
"Natural","Round","0.7","H","VVS1","Excellent","Excellent","Strong",0.59,0.622,5.64,5.68,3.52,"GIA","1945.00"
"Natural","Round","0.7","H","VVS1","Excellent","Excellent","Strong",0.59,0.622,5.64,5.68,3.52,"GIA","1945.00"
"Natural","Round","0.7","H","VVS1","Excellent","Excellent","Strong",0.59,0.622,5.64,5.68,3.52,"GIA","1946.00"
"Natural","Round","0.7","H","VVS1","Excellent","Excellent","Strong",0.59,0.622,5.64,5.68,3.52,"GIA","1946.00"
"Natural","Pear","0.7","G","VS1","Excellent","Very Good","None",0.59,0.632,7.24,4.91,3.1,"GIA","2711.00"
"Natural","Pear","0.7","G","VS1","Excellent","Very Good","None",0.59,0.632,7.24,4.91,3.1,"GIA","2711.00"
"Natural","Pear","0.7","G","VS1","Excellent","Very Good","None",0.59,0.632,7.24,4.91,3.1,"GIA","2711.00"
"Natural","Pear","0.7","G","VS1","Excellent","Very Good","None",0.59,0.632,7.24,4.91,3.1,"GIA","2711.00"
"Natural","Pear","0.7","G","VS1","Excellent","Very Good","None",0.59,0.632,7.24,4.91,3.1,"GIA","2711.00"
"Natural","Asscher","0.7","D","SI1","Very Good","Very Good","None",0.71,0.639,5.18,4.99,3.19,"GIA","1271.00"
"Natural","Round","0.7","E","SI1","Excellent","Excellent","None",0.58,0.627,5.64,5.68,3.55,"GIA","2203.00"
"Natural","Round","0.7","E","SI1","Excellent","Excellent","None",0.58,0.627,5.64,5.68,3.55,"GIA","2203.00"
"Natural","Round","0.7","E","SI1","Excellent","Excellent","None",0.58,0.627,5.64,5.68,3.55,"GIA","2203.00"
"Natural","Round","0.7","E","SI1","Excellent","Excellent","None",0.58,0.627,5.64,5.68,3.55,"GIA","2203.00"
"Natural","Round","0.7","E","SI1","Excellent","Excellent","None",0.58,0.627,5.64,5.68,3.55,"GIA","2204.00"
"Natural","Round","0.7","F","SI1","Excellent","Excellent","None",0.58,0.616,5.69,5.72,3.51,"GIA","2067.00"
"Natural","Round","0.7","E","SI1","Excellent","Excellent","None",0.58,0.627,5.63,5.66,3.54,"GIA","2171.00"
"Natural","Oval","0.7","G","VVS1","Excellent","Excellent","None",0.6,0.6,6.78,5.04,3.03,"GIA","2216.00"
"Natural","Pear","0.7","D","VS2","Excellent","Very Good","Faint",0.61,0.638,7.42,4.88,3.12,"GIA","2276.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","Medium",0.6,0.639,7.49,4.93,3.15,"GIA","1374.00"
"Natural","Emerald","0.7","G","VS2","Excellent","Excellent","None",0.65,0.661,6.16,4.27,2.82,"GIA","2038.00"
"Natural","Emerald","0.7","G","VS2","Excellent","Excellent","None",0.65,0.661,6.16,4.27,2.82,"GIA","2038.00"
"Natural","Emerald","0.7","G","VS2","Excellent","Excellent","None",0.65,0.661,6.16,4.27,2.82,"GIA","2038.00"
"Natural","Emerald","0.7","G","VS2","Excellent","Excellent","None",0.65,0.661,6.16,4.27,2.82,"GIA","2038.00"
"Natural","Emerald","0.7","G","VS2","Excellent","Excellent","None",0.65,0.661,6.16,4.27,2.82,"GIA","2038.00"
"Natural","Pear","0.7","F","VS2","Excellent","Very Good","Medium",0.61,0.623,8.16,4.83,3.01,"GIA","1732.00"
"Natural","Pear","0.7","H","VS2","Excellent","Very Good","None",0.63,0.646,7.4,4.9,3.16,"GIA","1985.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","None",0.6,0.607,8.13,4.74,2.88,"GIA","1657.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","None",0.6,0.607,8.13,4.74,2.88,"GIA","1657.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","None",0.6,0.607,8.13,4.74,2.88,"GIA","1657.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","None",0.6,0.607,8.13,4.74,2.88,"GIA","1657.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","None",0.6,0.607,8.13,4.74,2.88,"GIA","1657.00"
"Natural","Pear","0.7","J","VVS1","Excellent","Excellent","Faint",0.6,0.631,7.44,4.88,3.08,"GIA","1827.00"
"Natural","Marquise","0.7","D","VS2","Very Good","Very Good","Medium",0.6,0.642,8.58,4.63,2.97,"GIA","2333.00"
"Natural","Marquise","0.7","D","VS1","Very Good","Good","Faint",0.59,0.633,8.55,4.68,2.96,"GIA","2158.00"
"Natural","Marquise","0.7","D","VS1","Very Good","Good","Faint",0.59,0.633,8.55,4.68,2.96,"GIA","2158.00"
"Natural","Marquise","0.7","D","VS1","Very Good","Good","Faint",0.59,0.633,8.55,4.68,2.96,"GIA","2158.00"
"Natural","Marquise","0.7","D","VS1","Very Good","Good","Faint",0.59,0.633,8.55,4.68,2.96,"GIA","2158.00"
"Natural","Marquise","0.7","D","VS1","Very Good","Good","Faint",0.59,0.633,8.55,4.68,2.96,"GIA","2158.00"
"Natural","Pear","0.7","J","VS2","Excellent","Very Good","None",0.62,0.637,7.53,4.93,3.14,"GIA","1477.00"
"Natural","Pear","0.7","J","VS2","Excellent","Very Good","None",0.62,0.637,7.53,4.93,3.14,"GIA","1477.00"
"Natural","Pear","0.7","J","VS2","Excellent","Very Good","None",0.62,0.637,7.53,4.93,3.14,"GIA","1477.00"
"Natural","Pear","0.7","J","VS2","Excellent","Very Good","None",0.62,0.637,7.53,4.93,3.14,"GIA","1477.00"
"Natural","Pear","0.7","J","VS2","Excellent","Very Good","None",0.62,0.637,7.53,4.93,3.14,"GIA","1477.00"
"Natural","Round","0.7","D","VS1","Very Good","Very Good","Strong",0.59,0.611,5.66,5.7,3.47,"GIA","2158.00"
"Natural","Round","0.7","D","VS1","Very Good","Very Good","Strong",0.59,0.611,5.66,5.7,3.47,"GIA","2158.00"
"Natural","Round","0.7","D","VS1","Very Good","Very Good","Strong",0.59,0.611,5.66,5.7,3.47,"GIA","2158.00"
"Natural","Round","0.7","D","VS1","Very Good","Very Good","Strong",0.59,0.611,5.66,5.7,3.47,"GIA","2158.00"
"Natural","Round","0.7","D","VS1","Very Good","Very Good","Strong",0.59,0.611,5.66,5.7,3.47,"GIA","2158.00"
"Natural","Marquise","0.7","E","VVS1","Excellent","Very Good","Faint",0.59,0.643,8.59,4.64,2.98,"GIA","2494.00"
"Natural","Pear","0.7","F","VS1","Excellent","Very Good","Medium",0.6,0.639,8.1,4.79,3.06,"GIA","1829.00"
"Natural","Pear","0.7","F","VS1","Excellent","Very Good","Medium",0.6,0.639,8.1,4.79,3.06,"GIA","1829.00"
"Natural","Pear","0.7","F","VS1","Excellent","Very Good","Medium",0.6,0.639,8.1,4.79,3.06,"GIA","1829.00"
"Natural","Pear","0.7","F","VS1","Excellent","Very Good","Medium",0.6,0.639,8.1,4.79,3.06,"GIA","1829.00"
"Natural","Pear","0.7","F","VS1","Excellent","Very Good","Medium",0.6,0.639,8.1,4.79,3.06,"GIA","1829.00"
"Natural","Marquise","0.7","G","SI1","Excellent","Very Good","None",0.64,0.594,8.56,4.62,2.74,"GIA","1576.00"
"Natural","Marquise","0.7","G","SI1","Excellent","Very Good","None",0.64,0.594,8.56,4.62,2.74,"GIA","1576.00"
"Natural","Marquise","0.7","G","SI1","Excellent","Very Good","None",0.64,0.594,8.56,4.62,2.74,"GIA","1576.00"
"Natural","Marquise","0.7","G","SI1","Excellent","Very Good","None",0.64,0.594,8.56,4.62,2.74,"GIA","1576.00"
"Natural","Marquise","0.7","G","SI1","Excellent","Very Good","None",0.64,0.594,8.56,4.62,2.74,"GIA","1576.00"
"Natural","Marquise","0.7","I","SI2","Excellent","Excellent","Faint",0.59,0.589,8.82,4.75,2.8,"GIA","1226.00"
"Natural","Marquise","0.7","I","SI2","Excellent","Excellent","Faint",0.59,0.589,8.82,4.75,2.8,"GIA","1226.00"
"Natural","Marquise","0.7","I","SI2","Excellent","Excellent","Faint",0.59,0.589,8.82,4.75,2.8,"GIA","1226.00"
"Natural","Marquise","0.7","I","SI2","Excellent","Excellent","Faint",0.59,0.589,8.82,4.75,2.8,"GIA","1226.00"
"Natural","Marquise","0.7","I","SI2","Excellent","Excellent","Faint",0.59,0.589,8.82,4.75,2.8,"GIA","1226.00"
"Natural","Marquise","0.7","D","SI1","Very Good","Very Good","None",0.65,0.613,8.49,4.6,2.82,"GIA","1842.00"
"Natural","Marquise","0.7","I","VVS2","Excellent","Very Good","Faint",0.6,0.584,8.83,4.65,2.71,"GIA","1607.00"
"Natural","Marquise","0.7","I","VVS2","Excellent","Very Good","Faint",0.6,0.584,8.83,4.65,2.71,"GIA","1607.00"
"Natural","Marquise","0.7","I","VVS2","Excellent","Very Good","Faint",0.6,0.584,8.83,4.65,2.71,"GIA","1607.00"
"Natural","Marquise","0.7","I","VVS2","Excellent","Very Good","Faint",0.6,0.584,8.83,4.65,2.71,"GIA","1607.00"
"Natural","Marquise","0.7","I","VVS2","Excellent","Very Good","Faint",0.6,0.584,8.83,4.65,2.71,"GIA","1608.00"
"Natural","Marquise","0.7","G","SI1","Excellent","Very Good","None",0.64,0.665,8.75,4.42,2.94,"GIA","1667.00"
"Natural","Oval","0.7","G","VS1","Excellent","Very Good","Faint",0.57,0.649,7.27,4.7,3.05,"GIA","1953.00"
"Natural","Oval","0.7","G","VS1","Excellent","Very Good","Faint",0.57,0.649,7.27,4.7,3.05,"GIA","1953.00"
"Natural","Oval","0.7","G","VS1","Excellent","Very Good","Faint",0.57,0.649,7.27,4.7,3.05,"GIA","1953.00"
"Natural","Oval","0.7","G","VS1","Excellent","Very Good","Faint",0.57,0.649,7.27,4.7,3.05,"GIA","1953.00"
"Natural","Oval","0.7","G","VS1","Excellent","Very Good","Faint",0.57,0.649,7.27,4.7,3.05,"GIA","1953.00"
"Natural","Oval","0.7","F","VS2","Excellent","Good","None",0.62,0.615,6.66,5,3.08,"GIA","1528.00"
"Natural","Oval","0.7","H","SI2","Excellent","Very Good","None",0.61,0.627,6.89,4.95,3.1,"GIA","1002.00"
"Natural","Oval","0.7","H","SI2","Excellent","Very Good","None",0.61,0.627,6.89,4.95,3.1,"GIA","1002.00"
"Natural","Oval","0.7","H","SI2","Excellent","Very Good","None",0.61,0.627,6.89,4.95,3.1,"GIA","1002.00"
"Natural","Oval","0.7","H","SI2","Excellent","Very Good","None",0.61,0.627,6.89,4.95,3.1,"GIA","1002.00"
"Natural","Oval","0.7","H","SI2","Excellent","Very Good","None",0.61,0.627,6.89,4.95,3.1,"GIA","1002.00"
"Natural","Pear","0.7","K","VS2","Excellent","Excellent","None",0.62,0.598,7.9,4.91,2.93,"GIA","1237.00"
"Natural","Pear","0.7","K","VS2","Excellent","Excellent","None",0.62,0.598,7.9,4.91,2.93,"GIA","1237.00"
"Natural","Pear","0.7","K","VS2","Excellent","Excellent","None",0.62,0.598,7.9,4.91,2.93,"GIA","1237.00"
"Natural","Pear","0.7","K","VS2","Excellent","Excellent","None",0.62,0.598,7.9,4.91,2.93,"GIA","1237.00"
"Natural","Pear","0.7","K","VS2","Excellent","Excellent","None",0.62,0.598,7.9,4.91,2.93,"GIA","1238.00"
"Natural","Pear","0.7","L","VVS2","Excellent","Very Good","Strong",0.62,0.618,7.59,4.99,3.08,"GIA","1029.00"
"Natural","Pear","0.7","L","VVS2","Excellent","Very Good","Strong",0.62,0.618,7.59,4.99,3.08,"GIA","1029.00"
"Natural","Pear","0.7","L","VVS2","Excellent","Very Good","Strong",0.62,0.618,7.59,4.99,3.08,"GIA","1029.00"
"Natural","Pear","0.7","L","VVS2","Excellent","Very Good","Strong",0.62,0.618,7.59,4.99,3.08,"GIA","1029.00"
"Natural","Pear","0.7","L","VVS2","Excellent","Very Good","Strong",0.62,0.618,7.59,4.99,3.08,"GIA","1029.00"
"Natural","Pear","0.7","D","VS1","Excellent","Very Good","Faint",0.62,0.64,7.46,4.9,3.13,"GIA","2363.00"
"Natural","Pear","0.7","D","VS1","Excellent","Very Good","Faint",0.62,0.64,7.46,4.9,3.13,"GIA","2364.00"
"Natural","Pear","0.7","D","VS1","Excellent","Very Good","Faint",0.62,0.64,7.46,4.9,3.13,"GIA","2364.00"
"Natural","Pear","0.7","D","VS1","Excellent","Very Good","Faint",0.62,0.64,7.46,4.9,3.13,"GIA","2364.00"
"Natural","Pear","0.7","D","VS1","Excellent","Very Good","Faint",0.62,0.64,7.46,4.9,3.13,"GIA","2364.00"
"Natural","Pear","0.7","K","VS1","Excellent","Very Good","None",0.62,0.632,8,4.66,2.95,"GIA","1361.00"
"Natural","Pear","0.7","K","VS1","Excellent","Very Good","None",0.62,0.632,8,4.66,2.95,"GIA","1361.00"
"Natural","Pear","0.7","K","VS1","Excellent","Very Good","None",0.62,0.632,8,4.66,2.95,"GIA","1361.00"
"Natural","Pear","0.7","K","VS1","Excellent","Very Good","None",0.62,0.632,8,4.66,2.95,"GIA","1361.00"
"Natural","Pear","0.7","K","VS1","Excellent","Very Good","None",0.62,0.632,8,4.66,2.95,"GIA","1361.00"
"Natural","Pear","0.7","M","VS2","Very Good","Good","None",0.65,0.63,7.39,4.88,3.07,"GIA","747.00"
"Natural","Pear","0.7","K","VS2","Very Good","Very Good","None",0.63,0.611,7.58,4.91,3,"GIA","1188.00"
"Natural","Pear","0.7","K","VS2","Very Good","Very Good","None",0.63,0.611,7.58,4.91,3,"GIA","1188.00"
"Natural","Pear","0.7","K","VS2","Very Good","Very Good","None",0.63,0.611,7.58,4.91,3,"GIA","1188.00"
"Natural","Pear","0.7","K","VS2","Very Good","Very Good","None",0.63,0.611,7.58,4.91,3,"GIA","1188.00"
"Natural","Pear","0.7","K","VS2","Very Good","Very Good","None",0.63,0.611,7.58,4.91,3,"GIA","1188.00"
"Natural","Pear","0.7","H","VS2","Excellent","Very Good","None",0.63,0.639,7.47,4.92,3.14,"GIA","1449.00"
"Natural","Pear","0.7","H","VS2","Excellent","Very Good","None",0.63,0.639,7.47,4.92,3.14,"GIA","1449.00"
"Natural","Pear","0.7","H","VS2","Excellent","Very Good","None",0.63,0.639,7.47,4.92,3.14,"GIA","1449.00"
"Natural","Pear","0.7","H","VS2","Excellent","Very Good","None",0.63,0.639,7.47,4.92,3.14,"GIA","1449.00"
"Natural","Pear","0.7","H","VS2","Excellent","Very Good","None",0.63,0.639,7.47,4.92,3.14,"GIA","1449.00"
"Natural","Pear","0.7","K","VS2","Excellent","Very Good","Medium",0.58,0.601,7.78,5.11,3.07,"GIA","915.00"
"Natural","Pear","0.7","K","VS2","Excellent","Very Good","Medium",0.58,0.601,7.78,5.11,3.07,"GIA","915.00"
"Natural","Pear","0.7","K","VS2","Excellent","Very Good","Medium",0.58,0.601,7.78,5.11,3.07,"GIA","915.00"
"Natural","Pear","0.7","K","VS2","Excellent","Very Good","Medium",0.58,0.601,7.78,5.11,3.07,"GIA","915.00"
"Natural","Pear","0.7","K","VS2","Excellent","Very Good","Medium",0.58,0.601,7.78,5.11,3.07,"GIA","915.00"
"Natural","Pear","0.7","J","VS2","Excellent","Excellent","Strong",0.61,0.625,7.77,4.85,3.03,"GIA","1191.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","Faint",0.59,0.655,7.4,4.89,3.21,"GIA","1502.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","Faint",0.59,0.655,7.4,4.89,3.21,"GIA","1502.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","Faint",0.59,0.655,7.4,4.89,3.21,"GIA","1502.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","Faint",0.59,0.655,7.4,4.89,3.21,"GIA","1502.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","Faint",0.59,0.655,7.4,4.89,3.21,"GIA","1502.00"
"Natural","Pear","0.7","J","VS1","Excellent","Very Good","None",0.62,0.651,7.37,4.85,3.16,"GIA","1544.00"
"Natural","Pear","0.7","J","VS2","Excellent","Very Good","None",0.59,0.602,8.16,4.82,2.9,"GIA","1555.00"
"Natural","Pear","0.7","E","VS1","Excellent","Very Good","Medium",0.64,0.58,7.8,5,2.9,"GIA","1924.00"
"Natural","Pear","0.7","D","VS2","Excellent","Very Good","Faint",0.62,0.637,7.52,4.93,3.14,"GIA","2271.00"
"Natural","Pear","0.7","D","VS2","Excellent","Excellent","Medium",0.6,0.618,7.85,4.9,3.03,"GIA","1983.00"
"Natural","Pear","0.7","D","VS2","Excellent","Excellent","Medium",0.6,0.618,7.85,4.9,3.03,"GIA","1983.00"
"Natural","Pear","0.7","D","VS2","Excellent","Excellent","Medium",0.6,0.618,7.85,4.9,3.03,"GIA","1983.00"
"Natural","Pear","0.7","D","VS2","Excellent","Excellent","Medium",0.6,0.618,7.85,4.9,3.03,"GIA","1983.00"
"Natural","Pear","0.7","D","VS2","Excellent","Excellent","Medium",0.6,0.618,7.85,4.9,3.03,"GIA","1984.00"
"Natural","Pear","0.7","J","VS1","Excellent","Excellent","Medium",0.58,0.626,7.59,4.94,3.09,"GIA","1586.00"
"Natural","Round","0.7","D","VVS1","Excellent","Excellent","Faint",0.59,0.61,5.7,5.73,3.49,"GIA","4241.00"
"Natural","Round","0.7","F","SI1","Excellent","Very Good","None",0.54,0.627,5.62,5.67,3.54,"GIA","1932.00"
"Natural","Round","0.7","G","SI1","Excellent","Excellent","None",0.58,0.629,5.63,5.67,3.56,"GIA","1991.00"
"Natural","Pear","0.7","I","SI1","Excellent","Excellent","Faint",0.59,0.581,8.26,4.88,2.84,"GIA","1242.00"
"Natural","Pear","0.7","I","SI1","Excellent","Excellent","Faint",0.59,0.581,8.26,4.88,2.84,"GIA","1242.00"
"Natural","Pear","0.7","I","SI1","Excellent","Excellent","Faint",0.59,0.581,8.26,4.88,2.84,"GIA","1242.00"
"Natural","Pear","0.7","I","SI1","Excellent","Excellent","Faint",0.59,0.581,8.26,4.88,2.84,"GIA","1242.00"
"Natural","Pear","0.7","I","SI1","Excellent","Excellent","Faint",0.59,0.581,8.26,4.88,2.84,"GIA","1242.00"
