"diamondType","diamondShape","diamondCarat","diamondColor","diamondClarity","diamondPolish","diamondSymmetry","diamondFluorescence","diamondTable","diamondDepth","diamondX","diamondY","diamondZ","diamondCertification","diamondPrice"
"Natural","Oval","1.2","G","VS2","Excellent","Excellent","None",0.59,0.627,8.03,5.94,3.72,"GIA","7064.00"
"Natural","Oval","1.2","G","VS2","Excellent","Excellent","None",0.59,0.627,8.03,5.94,3.72,"GIA","7065.00"
"Natural","Oval","1.2","G","VS2","Excellent","Excellent","None",0.59,0.627,8.03,5.94,3.72,"GIA","7066.00"
"Natural","Oval","1.2","G","VS2","Excellent","Excellent","None",0.59,0.627,8.03,5.94,3.72,"GIA","7067.00"
"Natural","Oval","1.2","F","SI1","Excellent","Excellent","None",0.6,0.632,8.06,6,3.79,"GIA","5664.00"
"Natural","Oval","1.2","F","SI2","Excellent","Very Good","None",0.6,0.628,7.98,5.95,3.74,"GIA","4441.00"
"Natural","Oval","1.2","F","SI2","Excellent","Very Good","None",0.6,0.628,7.98,5.95,3.74,"GIA","4441.00"
"Natural","Oval","1.2","F","SI2","Excellent","Very Good","None",0.6,0.628,7.98,5.95,3.74,"GIA","4442.00"
"Natural","Oval","1.2","F","SI2","Excellent","Very Good","None",0.6,0.628,7.98,5.95,3.74,"GIA","4442.00"
"Natural","Oval","1.2","F","SI2","Excellent","Very Good","None",0.6,0.628,7.98,5.95,3.74,"GIA","4442.00"
"Natural","Pear","1.2","J","VS2","Excellent","Excellent","None",0.61,0.583,9.19,6.04,3.53,"GIA","4371.00"
"Natural","Pear","1.2","J","VS2","Excellent","Excellent","None",0.61,0.583,9.19,6.04,3.53,"GIA","4371.00"
"Natural","Pear","1.2","J","VS2","Excellent","Excellent","None",0.61,0.583,9.19,6.04,3.53,"GIA","4372.00"
"Natural","Pear","1.2","J","VS2","Excellent","Excellent","None",0.61,0.583,9.19,6.04,3.53,"GIA","4372.00"
"Natural","Pear","1.2","J","VS2","Excellent","Excellent","None",0.61,0.583,9.19,6.04,3.53,"GIA","4372.00"
"Natural","Round","1.2","H","VS2","Excellent","Excellent","None",0.56,0.627,6.77,6.82,4.26,"GIA","6895.00"
"Natural","Round","1.2","H","VS2","Excellent","Excellent","None",0.56,0.627,6.77,6.82,4.26,"GIA","6895.00"
"Natural","Round","1.2","H","VS2","Excellent","Excellent","None",0.56,0.627,6.77,6.82,4.26,"GIA","6898.00"
"Natural","Round","1.2","H","VS2","Excellent","Excellent","None",0.56,0.627,6.77,6.82,4.26,"GIA","6899.00"
"Natural","Round","1.2","H","VS2","Excellent","Excellent","None",0.56,0.627,6.77,6.82,4.26,"GIA","6899.00"
"Natural","Princess","1.2","D","VVS2","Excellent","Excellent","None",0.72,0.752,5.68,5.6,4.21,"GIA","8503.00"
"Natural","Princess","1.2","D","VVS2","Excellent","Excellent","None",0.72,0.752,5.68,5.6,4.21,"GIA","8503.00"
"Natural","Princess","1.2","D","VVS2","Excellent","Excellent","None",0.72,0.752,5.68,5.6,4.21,"GIA","8504.00"
"Natural","Princess","1.2","D","VVS2","Excellent","Excellent","None",0.72,0.752,5.68,5.6,4.21,"GIA","8507.00"
"Natural","Princess","1.2","D","VVS2","Excellent","Excellent","None",0.72,0.752,5.68,5.6,4.21,"GIA","8507.00"
"Natural","Oval","1.2","G","VS2","Excellent","Excellent","None",0.61,0.635,7.95,5.94,3.77,"GIA","7373.00"
"Natural","Oval","1.2","G","VS2","Excellent","Excellent","None",0.61,0.635,7.95,5.94,3.77,"GIA","7373.00"
"Natural","Oval","1.2","G","VS2","Excellent","Excellent","None",0.61,0.635,7.95,5.94,3.77,"GIA","7373.00"
"Natural","Oval","1.2","G","VS2","Excellent","Excellent","None",0.61,0.635,7.95,5.94,3.77,"GIA","7374.00"
"Natural","Oval","1.2","G","VS2","Excellent","Excellent","None",0.61,0.635,7.95,5.94,3.77,"GIA","7375.00"
"Natural","Oval","1.2","I","VS2","Excellent","Excellent","Medium",0.61,0.631,8,5.9,3.72,"GIA","4970.00"
"Natural","Oval","1.2","I","VS2","Excellent","Excellent","Medium",0.61,0.631,8,5.9,3.72,"GIA","4970.00"
"Natural","Oval","1.2","I","VS2","Excellent","Excellent","Medium",0.61,0.631,8,5.9,3.72,"GIA","4970.00"
"Natural","Oval","1.2","I","VS2","Excellent","Excellent","Medium",0.61,0.631,8,5.9,3.72,"GIA","4971.00"
"Natural","Oval","1.2","I","VS2","Excellent","Excellent","Medium",0.61,0.631,8,5.9,3.72,"GIA","4971.00"
"Natural","Round","1.2","K","VVS2","Excellent","Excellent","None",0.58,0.617,6.82,6.84,4.21,"GIA","4855.00"
"Natural","Oval","1.2","H","VS2","Excellent","Excellent","Medium",0.58,0.635,7.92,5.96,3.78,"GIA","5062.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.6,0.619,8.13,5.87,3.64,"GIA","6808.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.6,0.619,8.13,5.87,3.64,"GIA","6813.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.6,0.619,8.13,5.87,3.64,"GIA","6814.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.6,0.619,8.13,5.87,3.64,"GIA","6816.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.6,0.619,8.13,5.87,3.64,"GIA","6818.00"
"Natural","Round","1.2","M","VS1","Excellent","Excellent","None",0.59,0.62,6.76,6.8,4.21,"GIA","3191.00"
"Natural","Round","1.2","M","VS1","Excellent","Excellent","None",0.59,0.62,6.76,6.8,4.21,"GIA","3191.00"
"Natural","Round","1.2","M","VS1","Excellent","Excellent","None",0.59,0.62,6.76,6.8,4.21,"GIA","3192.00"
"Natural","Round","1.2","M","VS1","Excellent","Excellent","None",0.59,0.62,6.76,6.8,4.21,"GIA","3193.00"
"Natural","Round","1.2","M","VS1","Excellent","Excellent","None",0.59,0.62,6.76,6.8,4.21,"GIA","3193.00"
"Natural","Round","1.2","L","VS1","Excellent","Excellent","None",0.56,0.633,6.71,6.75,4.26,"GIA","3493.00"
"Natural","Round","1.2","L","VS1","Excellent","Excellent","None",0.56,0.633,6.71,6.75,4.26,"GIA","3493.00"
"Natural","Round","1.2","L","VS1","Excellent","Excellent","None",0.56,0.633,6.71,6.75,4.26,"GIA","3493.00"
"Natural","Round","1.2","L","VS1","Excellent","Excellent","None",0.56,0.633,6.71,6.75,4.26,"GIA","3493.00"
"Natural","Round","1.2","L","VS1","Excellent","Excellent","None",0.56,0.633,6.71,6.75,4.26,"GIA","3494.00"
"Natural","Round","1.2","I","VS2","Excellent","Excellent","None",0.57,0.626,6.75,6.81,4.25,"GIA","5579.00"
"Natural","Oval","1.2","H","VS2","Excellent","Very Good","Faint",0.58,0.631,7.98,5.96,3.76,"GIA","5346.00"
"Natural","Oval","1.2","I","VS2","Excellent","Very Good","Faint",0.62,0.633,7.95,5.93,3.76,"GIA","5171.00"
"Natural","Oval","1.2","I","VS2","Excellent","Very Good","Faint",0.62,0.633,7.95,5.93,3.76,"GIA","5171.00"
"Natural","Oval","1.2","I","VS2","Excellent","Very Good","Faint",0.62,0.633,7.95,5.93,3.76,"GIA","5171.00"
"Natural","Oval","1.2","I","VS2","Excellent","Very Good","Faint",0.62,0.633,7.95,5.93,3.76,"GIA","5172.00"
"Natural","Oval","1.2","I","VS2","Excellent","Very Good","Faint",0.62,0.633,7.95,5.93,3.76,"GIA","5172.00"
"Natural","Oval","1.2","F","VS1","Excellent","Excellent","None",0.62,0.617,8.09,6.03,3.72,"GIA","8625.00"
"Natural","Round","1.2","H","VS2","Very Good","Very Good","None",0.57,0.643,6.55,6.63,4.23,"GIA","5399.00"
"Natural","Round","1.2","H","VS2","Very Good","Very Good","None",0.57,0.643,6.55,6.63,4.23,"GIA","5399.00"
"Natural","Round","1.2","H","VS2","Very Good","Very Good","None",0.57,0.643,6.55,6.63,4.23,"GIA","5399.00"
"Natural","Round","1.2","H","VS2","Very Good","Very Good","None",0.57,0.643,6.55,6.63,4.23,"GIA","5400.00"
"Natural","Round","1.2","H","VS2","Very Good","Very Good","None",0.57,0.643,6.55,6.63,4.23,"GIA","5401.00"
"Natural","Oval","1.2","H","VS1","Very Good","Excellent","Medium",0.61,0.638,8.49,5.8,3.7,"GIA","5911.00"
"Natural","Oval","1.2","H","VS1","Very Good","Excellent","Medium",0.61,0.638,8.49,5.8,3.7,"GIA","5912.00"
"Natural","Oval","1.2","H","VS1","Very Good","Excellent","Medium",0.61,0.638,8.49,5.8,3.7,"GIA","5912.00"
"Natural","Oval","1.2","H","VS1","Very Good","Excellent","Medium",0.61,0.638,8.49,5.8,3.7,"GIA","5913.00"
"Natural","Oval","1.2","H","SI1","Excellent","Very Good","Faint",0.6,0.625,8.58,5.92,3.7,"GIA","5740.00"
"Natural","Oval","1.2","H","SI1","Excellent","Very Good","Faint",0.6,0.625,8.58,5.92,3.7,"GIA","5741.00"
"Natural","Oval","1.2","H","SI1","Excellent","Very Good","Faint",0.6,0.625,8.58,5.92,3.7,"GIA","5745.00"
"Natural","Oval","1.2","H","SI1","Excellent","Very Good","Faint",0.6,0.625,8.58,5.92,3.7,"GIA","5745.00"
"Natural","Oval","1.2","H","SI1","Excellent","Very Good","Faint",0.6,0.625,8.58,5.92,3.7,"GIA","5745.00"
"Natural","Oval","1.2","G","SI2","Excellent","Excellent","Faint",0.6,0.633,7.99,5.94,3.76,"GIA","4044.00"
"Natural","Oval","1.2","G","SI2","Excellent","Excellent","Faint",0.6,0.633,7.99,5.94,3.76,"GIA","4044.00"
"Natural","Oval","1.2","G","SI2","Excellent","Excellent","Faint",0.6,0.633,7.99,5.94,3.76,"GIA","4044.00"
"Natural","Oval","1.2","G","SI2","Excellent","Excellent","Faint",0.6,0.633,7.99,5.94,3.76,"GIA","4044.00"
"Natural","Oval","1.2","G","SI2","Excellent","Excellent","Faint",0.6,0.633,7.99,5.94,3.76,"GIA","4045.00"
"Natural","Oval","1.2","I","SI1","Excellent","Very Good","None",0.61,0.628,8.69,5.75,3.62,"GIA","4254.00"
"Natural","Oval","1.2","I","SI1","Excellent","Very Good","None",0.61,0.628,8.69,5.75,3.62,"GIA","4254.00"
"Natural","Oval","1.2","I","SI1","Excellent","Very Good","None",0.61,0.628,8.69,5.75,3.62,"GIA","4254.00"
"Natural","Oval","1.2","I","SI1","Excellent","Very Good","None",0.61,0.628,8.69,5.75,3.62,"GIA","4256.00"
"Natural","Oval","1.2","I","SI1","Excellent","Very Good","None",0.61,0.628,8.69,5.75,3.62,"GIA","4256.00"
"Natural","Oval","1.2","J","SI2","Excellent","Very Good","None",0.6,0.634,7.95,5.93,3.76,"GIA","2648.00"
"Natural","Oval","1.2","J","SI2","Excellent","Very Good","None",0.6,0.634,7.95,5.93,3.76,"GIA","2648.00"
"Natural","Oval","1.2","J","SI2","Excellent","Very Good","None",0.6,0.634,7.95,5.93,3.76,"GIA","2648.00"
"Natural","Oval","1.2","J","SI2","Excellent","Very Good","None",0.6,0.634,7.95,5.93,3.76,"GIA","2648.00"
"Natural","Oval","1.2","J","SI2","Excellent","Very Good","None",0.6,0.634,7.95,5.93,3.76,"GIA","2648.00"
"Natural","Oval","1.2","F","VVS2","Excellent","Excellent","Faint",0.61,0.592,8.99,5.76,3.41,"GIA","9599.00"
"Natural","Oval","1.2","F","VVS2","Excellent","Excellent","Faint",0.61,0.592,8.99,5.76,3.41,"GIA","9601.00"
"Natural","Oval","1.2","F","VVS2","Excellent","Excellent","Faint",0.61,0.592,8.99,5.76,3.41,"GIA","9603.00"
"Natural","Oval","1.2","F","VVS2","Excellent","Excellent","Faint",0.61,0.592,8.99,5.76,3.41,"GIA","9603.00"
"Natural","Oval","1.2","F","VVS2","Excellent","Excellent","Faint",0.61,0.592,8.99,5.76,3.41,"GIA","9603.00"
"Natural","Pear","1.2","I","SI2","Excellent","Excellent","None",0.63,0.647,8.85,5.85,3.79,"GIA","3193.00"
"Natural","Pear","1.2","I","SI2","Excellent","Excellent","None",0.63,0.647,8.85,5.85,3.79,"GIA","3193.00"
"Natural","Pear","1.2","I","SI2","Excellent","Excellent","None",0.63,0.647,8.85,5.85,3.79,"GIA","3193.00"
"Natural","Pear","1.2","I","SI2","Excellent","Excellent","None",0.63,0.647,8.85,5.85,3.79,"GIA","3193.00"
"Natural","Pear","1.2","I","SI2","Excellent","Excellent","None",0.63,0.647,8.85,5.85,3.79,"GIA","3194.00"
"Natural","Round","1.2","I","VVS2","Excellent","Excellent","None",0.57,0.625,6.76,6.81,4.24,"GIA","6692.00"
"Natural","Round","1.2","I","VVS2","Excellent","Excellent","None",0.57,0.625,6.76,6.81,4.24,"GIA","6693.00"
"Natural","Round","1.2","I","VVS2","Excellent","Excellent","None",0.57,0.625,6.76,6.81,4.24,"GIA","6696.00"
"Natural","Round","1.2","I","VVS2","Excellent","Excellent","None",0.57,0.625,6.76,6.81,4.24,"GIA","6696.00"
"Natural","Round","1.2","I","VVS2","Excellent","Excellent","None",0.57,0.625,6.76,6.81,4.24,"GIA","6696.00"
"Natural","Emerald","1.2","H","VS2","Excellent","Very Good","None",0.66,0.689,6.95,5.08,3.5,"GIA","6213.00"
"Natural","Emerald","1.2","H","VS2","Excellent","Very Good","None",0.66,0.689,6.95,5.08,3.5,"GIA","6213.00"
"Natural","Emerald","1.2","H","VS2","Excellent","Very Good","None",0.66,0.689,6.95,5.08,3.5,"GIA","6213.00"
"Natural","Emerald","1.2","H","VS2","Excellent","Very Good","None",0.66,0.689,6.95,5.08,3.5,"GIA","6213.00"
"Natural","Emerald","1.2","H","VS2","Excellent","Very Good","None",0.66,0.689,6.95,5.08,3.5,"GIA","6214.00"
"Natural","Emerald","1.2","E","VS1","Excellent","Excellent","None",0.66,0.679,7.08,5.13,3.48,"GIA","8347.00"
"Natural","Emerald","1.2","E","VS1","Excellent","Excellent","None",0.66,0.679,7.08,5.13,3.48,"GIA","8349.00"
"Natural","Emerald","1.2","E","VS1","Excellent","Excellent","None",0.66,0.679,7.08,5.13,3.48,"GIA","8349.00"
"Natural","Emerald","1.2","E","VS1","Excellent","Excellent","None",0.66,0.679,7.08,5.13,3.48,"GIA","8350.00"
"Natural","Emerald","1.2","E","VS1","Excellent","Excellent","None",0.66,0.679,7.08,5.13,3.48,"GIA","8350.00"
"Natural","Oval","1.2","D","VS2","Excellent","Excellent","None",0.61,0.59,8.38,6.02,3.55,"GIA","8711.00"
"Natural","Oval","1.2","D","VS2","Excellent","Excellent","None",0.61,0.59,8.38,6.02,3.55,"GIA","8711.00"
"Natural","Oval","1.2","D","VS2","Excellent","Excellent","None",0.61,0.59,8.38,6.02,3.55,"GIA","8711.00"
"Natural","Oval","1.2","D","VS2","Excellent","Excellent","None",0.61,0.59,8.38,6.02,3.55,"GIA","8711.00"
"Natural","Oval","1.2","D","VS2","Excellent","Excellent","None",0.61,0.59,8.38,6.02,3.55,"GIA","8711.00"
"Natural","Oval","1.2","D","SI2","Excellent","Excellent","None",0.6,0.618,8.06,6,3.71,"GIA","4309.00"
"Natural","Oval","1.2","D","SI2","Excellent","Excellent","None",0.6,0.618,8.06,6,3.71,"GIA","4310.00"
"Natural","Oval","1.2","D","SI2","Excellent","Excellent","None",0.6,0.618,8.06,6,3.71,"GIA","4310.00"
"Natural","Oval","1.2","D","SI2","Excellent","Excellent","None",0.6,0.618,8.06,6,3.71,"GIA","4310.00"
"Natural","Oval","1.2","D","SI2","Excellent","Excellent","None",0.6,0.618,8.06,6,3.71,"GIA","4312.00"
"Natural","Oval","1.2","H","SI1","Excellent","Very Good","None",0.6,0.639,7.9,5.86,3.74,"GIA","4178.00"
"Natural","Oval","1.2","I","VS1","Excellent","Very Good","None",0.6,0.646,7.82,5.88,3.8,"GIA","5283.00"
"Natural","Pear","1.2","E","VS2","Very Good","Excellent","Strong",0.59,0.612,9.37,5.86,3.58,"GIA","6844.00"
"Natural","Pear","1.2","E","VS2","Very Good","Excellent","Strong",0.59,0.612,9.37,5.86,3.58,"GIA","6844.00"
"Natural","Pear","1.2","E","VS2","Very Good","Excellent","Strong",0.59,0.612,9.37,5.86,3.58,"GIA","6845.00"
"Natural","Pear","1.2","E","VS2","Very Good","Excellent","Strong",0.59,0.612,9.37,5.86,3.58,"GIA","6847.00"
"Natural","Pear","1.2","E","VS2","Very Good","Excellent","Strong",0.59,0.612,9.37,5.86,3.58,"GIA","6847.00"
"Natural","Pear","1.2","E","VS2","Excellent","Very Good","None",0.61,0.638,9,5.92,3.78,"GIA","7956.00"
"Natural","Pear","1.2","E","VS2","Excellent","Very Good","None",0.61,0.638,9,5.92,3.78,"GIA","7956.00"
"Natural","Pear","1.2","E","VS2","Excellent","Very Good","None",0.61,0.638,9,5.92,3.78,"GIA","7959.00"
"Natural","Pear","1.2","E","VS2","Excellent","Very Good","None",0.61,0.638,9,5.92,3.78,"GIA","7959.00"
"Natural","Pear","1.2","E","VS2","Excellent","Very Good","None",0.61,0.638,9,5.92,3.78,"GIA","7959.00"
"Natural","Round","1.2","H","VS1","Excellent","Excellent","None",0.58,0.623,6.73,6.77,4.21,"GIA","7600.00"
"Natural","Oval","1.2","E","VS2","Excellent","Excellent","None",0.58,0.635,8.09,6.02,3.82,"GIA","7741.00"
"Natural","Oval","1.2","E","VS2","Excellent","Excellent","None",0.58,0.635,8.09,6.02,3.82,"GIA","7742.00"
"Natural","Oval","1.2","E","VS2","Excellent","Excellent","None",0.58,0.635,8.09,6.02,3.82,"GIA","7744.00"
"Natural","Oval","1.2","E","VS2","Excellent","Excellent","None",0.58,0.635,8.09,6.02,3.82,"GIA","7748.00"
"Natural","Oval","1.2","E","VS2","Excellent","Excellent","None",0.58,0.635,8.09,6.02,3.82,"GIA","7749.00"
"Natural","Oval","1.2","J","VS2","Excellent","Excellent","None",0.58,0.611,8.61,5.87,3.58,"GIA","4490.00"
"Natural","Oval","1.2","J","VS2","Excellent","Excellent","None",0.58,0.611,8.61,5.87,3.58,"GIA","4490.00"
"Natural","Oval","1.2","J","VS2","Excellent","Excellent","None",0.58,0.611,8.61,5.87,3.58,"GIA","4490.00"
"Natural","Oval","1.2","J","VS2","Excellent","Excellent","None",0.58,0.611,8.61,5.87,3.58,"GIA","4491.00"
"Natural","Oval","1.2","J","VS2","Excellent","Excellent","None",0.58,0.611,8.61,5.87,3.58,"GIA","4492.00"
"Natural","Oval","1.2","H","VS1","Excellent","Very Good","None",0.64,0.617,8.2,6.12,3.78,"GIA","5898.00"
"Natural","Oval","1.2","I","VS2","Excellent","Excellent","None",0.58,0.617,8.91,5.76,3.56,"GIA","5878.00"
"Natural","Round","1.2","K","FL/IF","Excellent","Excellent","Medium",0.56,0.632,6.74,6.77,4.27,"GIA","4014.00"
"Natural","Round","1.2","K","FL/IF","Excellent","Excellent","Medium",0.56,0.632,6.74,6.77,4.27,"GIA","4014.00"
"Natural","Round","1.2","K","FL/IF","Excellent","Excellent","Medium",0.56,0.632,6.74,6.77,4.27,"GIA","4015.00"
"Natural","Round","1.2","K","FL/IF","Excellent","Excellent","Medium",0.56,0.632,6.74,6.77,4.27,"GIA","4015.00"
"Natural","Round","1.2","K","FL/IF","Excellent","Excellent","Medium",0.56,0.632,6.74,6.77,4.27,"GIA","4015.00"
"Natural","Round","1.2","H","VS1","Excellent","Excellent","None",0.59,0.617,6.78,6.82,4.19,"GIA","7945.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.63,0.587,8.38,6,3.52,"GIA","8716.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.63,0.587,8.38,6,3.52,"GIA","8716.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.63,0.587,8.38,6,3.52,"GIA","8718.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.63,0.587,8.38,6,3.52,"GIA","8718.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.63,0.587,8.38,6,3.52,"GIA","8721.00"
"Natural","Oval","1.2","I","SI1","Excellent","Very Good","None",0.56,0.665,7.93,5.8,3.86,"GIA","4600.00"
"Natural","Oval","1.2","I","SI1","Excellent","Very Good","None",0.56,0.665,7.93,5.8,3.86,"GIA","4600.00"
"Natural","Oval","1.2","I","SI1","Excellent","Very Good","None",0.56,0.665,7.93,5.8,3.86,"GIA","4600.00"
"Natural","Oval","1.2","I","SI1","Excellent","Very Good","None",0.56,0.665,7.93,5.8,3.86,"GIA","4601.00"
"Natural","Oval","1.2","I","SI1","Excellent","Very Good","None",0.56,0.665,7.93,5.8,3.86,"GIA","4601.00"
"Natural","Oval","1.2","I","SI2","Excellent","Excellent","Faint",0.6,0.598,8.2,6.03,3.61,"GIA","3578.00"
"Natural","Oval","1.2","I","SI2","Excellent","Excellent","Faint",0.6,0.598,8.2,6.03,3.61,"GIA","3578.00"
"Natural","Oval","1.2","I","SI2","Excellent","Excellent","Faint",0.6,0.598,8.2,6.03,3.61,"GIA","3578.00"
"Natural","Oval","1.2","I","SI2","Excellent","Excellent","Faint",0.6,0.598,8.2,6.03,3.61,"GIA","3578.00"
"Natural","Oval","1.2","I","SI2","Excellent","Excellent","Faint",0.6,0.598,8.2,6.03,3.61,"GIA","3578.00"
"Natural","Oval","1.2","I","VS1","Excellent","Excellent","None",0.61,0.649,7.87,5.91,3.84,"GIA","5316.00"
"Natural","Oval","1.2","I","SI2","Excellent","Very Good","Faint",0.62,0.616,8.03,5.99,3.69,"GIA","3199.00"
"Natural","Oval","1.2","I","SI2","Excellent","Very Good","Faint",0.62,0.616,8.03,5.99,3.69,"GIA","3199.00"
"Natural","Oval","1.2","I","SI2","Excellent","Very Good","Faint",0.62,0.616,8.03,5.99,3.69,"GIA","3199.00"
"Natural","Oval","1.2","I","SI2","Excellent","Very Good","Faint",0.62,0.616,8.03,5.99,3.69,"GIA","3199.00"
"Natural","Oval","1.2","I","SI2","Excellent","Very Good","Faint",0.62,0.616,8.03,5.99,3.69,"GIA","3199.00"
"Natural","Oval","1.2","J","VS1","Excellent","Excellent","Medium",0.62,0.622,7.96,5.94,3.69,"GIA","3839.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.59,0.625,8.15,6.08,3.8,"GIA","6777.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.59,0.625,8.15,6.08,3.8,"GIA","6777.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.59,0.625,8.15,6.08,3.8,"GIA","6783.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.59,0.625,8.15,6.08,3.8,"GIA","6784.00"
"Natural","Oval","1.2","G","VS2","Excellent","Very Good","None",0.59,0.625,8.15,6.08,3.8,"GIA","6785.00"
"Natural","Oval","1.2","H","VS1","Excellent","Excellent","Faint",0.59,0.649,7.74,5.82,3.78,"GIA","5965.00"
"Natural","Round","1.2","G","VS1","Excellent","Excellent","None",0.56,0.624,6.79,6.83,4.25,"GIA","9442.00"
"Natural","Round","1.2","G","VS1","Excellent","Excellent","None",0.56,0.624,6.79,6.83,4.25,"GIA","9443.00"
"Natural","Round","1.2","G","VS1","Excellent","Excellent","None",0.56,0.624,6.79,6.83,4.25,"GIA","9447.00"
"Natural","Round","1.2","G","VS1","Excellent","Excellent","None",0.56,0.624,6.79,6.83,4.25,"GIA","9448.00"
"Natural","Round","1.2","G","VS1","Excellent","Excellent","None",0.56,0.624,6.79,6.83,4.25,"GIA","9449.00"
"Natural","Oval","1.2","I","SI2","Excellent","Excellent","None",0.61,0.632,7.95,5.92,3.74,"GIA","3656.00"
"Natural","Oval","1.2","H","SI2","Excellent","Excellent","None",0.61,0.612,7.99,5.96,3.65,"GIA","3857.00"
"Natural","Oval","1.2","I","SI2","Excellent","Very Good","Strong",0.62,0.621,7.98,5.94,3.69,"GIA","2738.00"
"Natural","Oval","1.2","I","SI2","Excellent","Very Good","None",0.6,0.629,8.04,6,3.77,"GIA","3368.00"
"Natural","Oval","1.2","I","SI2","Excellent","Very Good","None",0.6,0.629,8.04,6,3.77,"GIA","3368.00"
"Natural","Oval","1.2","I","SI2","Excellent","Very Good","None",0.6,0.629,8.04,6,3.77,"GIA","3369.00"
"Natural","Oval","1.2","I","SI2","Excellent","Very Good","None",0.6,0.629,8.04,6,3.77,"GIA","3369.00"
"Natural","Oval","1.2","I","SI2","Excellent","Very Good","None",0.6,0.629,8.04,6,3.77,"GIA","3369.00"
"Natural","Oval","1.2","H","SI2","Excellent","Very Good","None",0.61,0.615,8.08,6.02,3.7,"GIA","3570.00"
"Natural","Oval","1.2","H","SI2","Excellent","Very Good","None",0.61,0.615,8.08,6.02,3.7,"GIA","3570.00"
"Natural","Oval","1.2","H","SI2","Excellent","Very Good","None",0.61,0.615,8.08,6.02,3.7,"GIA","3570.00"
"Natural","Oval","1.2","H","SI2","Excellent","Very Good","None",0.61,0.615,8.08,6.02,3.7,"GIA","3570.00"
"Natural","Oval","1.2","H","SI2","Excellent","Very Good","None",0.61,0.615,8.08,6.02,3.7,"GIA","3570.00"
"Natural","Pear","1.2","D","VS2","Excellent","Excellent","None",0.64,0.626,9.31,5.81,3.64,"GIA","9390.00"
"Natural","Pear","1.2","D","VS2","Excellent","Excellent","None",0.64,0.626,9.31,5.81,3.64,"GIA","9391.00"
"Natural","Pear","1.2","D","VS2","Excellent","Excellent","None",0.64,0.626,9.31,5.81,3.64,"GIA","9393.00"
"Natural","Pear","1.2","D","VS2","Excellent","Excellent","None",0.64,0.626,9.31,5.81,3.64,"GIA","9396.00"
"Natural","Pear","1.2","D","VS2","Excellent","Excellent","None",0.64,0.626,9.31,5.81,3.64,"GIA","9405.00"
"Natural","Round","1.2","I","VVS2","Excellent","Excellent","None",0.6,0.614,6.81,6.86,4.2,"GIA","6769.00"
"Natural","Round","1.2","L","VS1","Excellent","Excellent","None",0.6,0.603,6.81,6.86,4.12,"GIA","3799.00"
"Natural","Round","1.2","L","VS1","Excellent","Excellent","None",0.6,0.603,6.81,6.86,4.12,"GIA","3799.00"
"Natural","Round","1.2","L","VS1","Excellent","Excellent","None",0.6,0.603,6.81,6.86,4.12,"GIA","3799.00"
"Natural","Round","1.2","L","VS1","Excellent","Excellent","None",0.6,0.603,6.81,6.86,4.12,"GIA","3799.00"
"Natural","Round","1.2","L","VS1","Excellent","Excellent","None",0.6,0.603,6.81,6.86,4.12,"GIA","3800.00"
"Natural","Pear","1.2","F","VS2","Excellent","Excellent","None",0.58,0.624,9.15,5.97,3.73,"GIA","9155.00"
"Natural","Pear","1.2","F","VS2","Excellent","Excellent","None",0.58,0.624,9.15,5.97,3.73,"GIA","9156.00"
"Natural","Pear","1.2","F","VS2","Excellent","Excellent","None",0.58,0.624,9.15,5.97,3.73,"GIA","9156.00"
"Natural","Pear","1.2","F","VS2","Excellent","Excellent","None",0.58,0.624,9.15,5.97,3.73,"GIA","9157.00"
"Natural","Pear","1.2","F","VS2","Excellent","Excellent","None",0.58,0.624,9.15,5.97,3.73,"GIA","9160.00"
"Natural","Oval","1.2","L","VS2","Excellent","Very Good","None",0.61,0.632,8.35,5.74,3.63,"GIA","2461.00"
"Natural","Oval","1.2","L","FL/IF","Excellent","Excellent","None",0.61,0.626,7.98,5.95,3.72,"GIA","3181.00"
"Natural","Oval","1.2","L","FL/IF","Excellent","Excellent","None",0.61,0.626,7.98,5.95,3.72,"GIA","3181.00"
"Natural","Oval","1.2","L","FL/IF","Excellent","Excellent","None",0.61,0.626,7.98,5.95,3.72,"GIA","3181.00"
"Natural","Oval","1.2","L","FL/IF","Excellent","Excellent","None",0.61,0.626,7.98,5.95,3.72,"GIA","3182.00"
"Natural","Oval","1.2","L","FL/IF","Excellent","Excellent","None",0.61,0.626,7.98,5.95,3.72,"GIA","3182.00"
